group7136-2, chromosome-01
group10145, chromosome-04
group10144, chromosome-04
group10147, plasmid-Rh02
group10146, plasmid-Rh02
group10141, chromosome-04
group10140, plasmid-Rh05
group10143, chromosome-04
group10142, chromosome-04
group18790, fragment
group18791, plasmid-Rh01-circ
group18792, plasmid-Rh01-circ
group18793, plasmid-Rh01-circ
group18794, plasmid-Rh02-circ
group18795, plasmid-Rh02-circ
group18796, plasmid-Rh02-circ
group18797, plasmid-Rh02-circ
group18798, plasmid-Rh02-circ
group18799, plasmid-Rh02-circ
group9754-2, fragment
group1775, chromosome-01
group1774, chromosome-01
group1777, chromosome-01
group1776, chromosome-01
group1771, chromosome-01
group1770, chromosome-01
group1773, chromosome-01
group1772, chromosome-01
group1779, chromosome-01
group1778, chromosome-01
group3739, chromosome-00
group3738, chromosome-00
group3733, chromosome-00
group3732, chromosome-00
group3731, chromosome-00
group3730, chromosome-00
group3737, chromosome-00
group3736, chromosome-00
group3735, chromosome-00
group3734, chromosome-00
group5047, plasmid-Rh01
group1745, chromosome-01
group5045, plasmid-Rh01
group663, chromosome-01
group662, chromosome-01
group661, chromosome-01
group1747, chromosome-01
group667, chromosome-01
group666, chromosome-01
group665, chromosome-01
group664, chromosome-01
group1740, chromosome-00
group669, chromosome-01
group668, chromosome-01
group5042, plasmid-Rh01
group16420, plasmid-Rh04
group16421, plasmid-Rh04
group16422, plasmid-Rh04
group16423, plasmid-Rh04
group16424, plasmid-Rh04
group16425, plasmid-Rh04
group16426, plasmid-Rh04
group16427, plasmid-Rh04
group16428, plasmid-Rh04
group16429, plasmid-Rh04
group5040, plasmid-Rh01
group21178, chromosome-00
group21179, chromosome-10
group21174, chromosome-34
group21175, plasmid-Rh02+Rh05
group21176, chromosome-00
group21177, chromosome-00
group21170, chromosome-34
group21171, plasmid-Rh02-circ
group21172, fragment
group21173, chromosome-34
group6815, plasmid-Rh04
group6814, plasmid-Rh04
group6817, fragment
group6816, plasmid-Rh04
group6811, fragment
group6810, plasmid-Rh04
group6813, plasmid-Rh04
group6812, fragment
group6819, plasmid-Rh04
group6818, plasmid-Rh04
group3956-2, fragment
group10969, plasmid-Rh01
group10968, fragment
group10967, fragment
group10966, chromosome-01
group10965, chromosome-00
group10964, fragment
group10963, chromosome-12
group10962, chromosome-01
group10961, chromosome-24
group10960, fragment
group15300, fragment
group15301, fragment
group15302, chromosome-01
group15303, chromosome-03
group15304, chromosome-05
group15305, fragment
group15306, fragment
group15307, chromosome-04
group15308, fragment
group15309, chromosome-04
group6365-3, fragment
group15876, chromosome-04
group15877, fragment
group15874, chromosome-03
group15875, chromosome-03
group15872, chromosome-03
group15873, chromosome-03
group15870, chromosome-03
group15871, chromosome-03
group15878, chromosome-03
group15879, fragment
group11375, plasmid-Rh01
group11374, plasmid-Rh01
group11377, plasmid-Rh01
group11376, plasmid-Rh01
group11371, plasmid-Rh01
group11370, plasmid-Rh01
group11373, plasmid-Rh01
group11372, plasmid-Rh01
group11379, plasmid-Rh01
group11378, plasmid-Rh01
group17438, plasmid-Rh04
group17439, fragment
group10428, plasmid-Rh01
group10429, plasmid-Rh01
group10422, plasmid-Rh01
group17431, plasmid-Rh04
group10420, plasmid-Rh01
group10421, plasmid-Rh01
group10426, plasmid-Rh01
group10427, plasmid-Rh01
group10424, plasmid-Rh01
group10425, plasmid-Rh01
group16749, chromosome-03
group16748, chromosome-03
group16741, chromosome-02
group16740, chromosome-02
group16743, chromosome-03
group16742, chromosome-02
group16745, chromosome-03
group16744, chromosome-02
group16747, chromosome-03
group16746, chromosome-03
group12118, chromosome-17
group12119, fragment
group12110, chromosome-02
group12111, chromosome-05
group12112, plasmid-Rh02-circ
group12113, fragment
group12114, fragment
group12115, chromosome-01
group12116, chromosome-04
group12117, chromosome-00
group8448, chromosome-00
group8449, chromosome-00
group8440, chromosome-00
group8441, chromosome-00
group8442, chromosome-00
group8443, chromosome-00
group8444, chromosome-00
group8445, chromosome-00
group8446, chromosome-00
group8447, chromosome-00
group15469, plasmid-Rh15
group15468, plasmid-Rh15
group15461, plasmid-Rh15
group15460, plasmid-Rh15
group15463, plasmid-Rh15
group15462, plasmid-Rh15
group15465, plasmid-Rh15
group15464, plasmid-Rh15
group15467, plasmid-Rh08
group15466, plasmid-Rh15
group3539, chromosome-00
group3538, chromosome-00
group3535, chromosome-00
group3534, fragment
group3537, chromosome-00
group3536, chromosome-00
group3531, chromosome-00
group3530, chromosome-00
group3533, chromosome-24
group3532, chromosome-00
group3812-3, fragment
group3812-2, fragment
group3936-2, fragment
group3283, chromosome-00
group3282, chromosome-00
group3281, chromosome-00
group3280, chromosome-00
group3287, chromosome-00
group3286, chromosome-00
group3285, chromosome-00
group3284, chromosome-00
group3289, chromosome-00
group3288, chromosome-00
group18967, chromosome-03
group18966, chromosome-04
group18965, chromosome-01
group18964, chromosome-01
group18963, chromosome-01
group18962, chromosome-01
group18961, chromosome-01
group18960, chromosome-01
group18969, chromosome-03
group18968, chromosome-03
group9205-2, fragment
group11023-2, chromosome-01
group4398, chromosome-00
group4399, chromosome-00
group11179, fragment
group11178, fragment
group11173, fragment
group11172, fragment
group11171, plasmid-Rh07
group11170, fragment
group11177, fragment
group11176, fragment
group11175, fragment
group11174, fragment
group19368, fragment
group19369, chromosome-06
group19366, plasmid-Rh01
group19367, chromosome-04
group19364, plasmid-Rh03
group19365, plasmid-Rh03
group19362, plasmid-Rh03
group19363, plasmid-Rh03
group19360, plasmid-Rh03
group19361, plasmid-Rh03
group6994-2, plasmid-Rh05
group18181, chromosome-01
group18180, chromosome-03
group18183, fragment
group18182, chromosome-04
group18185, fragment
group18184, fragment
group18187, fragment
group18186, fragment
group18189, plasmid-Rh07
group18188, fragment
group20768, fragment
group20769, fragment
group20766, plasmid-Rh04
group20767, fragment
group20764, fragment
group20765, fragment
group20762, chromosome-05
group20763, chromosome-05
group20760, chromosome-05
group20761, chromosome-05
group19588, fragment
group19589, plasmid-Rh02
group19582, chromosome-06
group19583, chromosome-07
group19580, chromosome-06
group19581, chromosome-06
group19586, plasmid-Rh01-circu
group19587, plasmid-Rh05
group19584, chromosome-07
group19585, chromosome-07
group5449, plasmid-Rh02
group5448, plasmid-Rh02
group17638, fragment
group17639, fragment
group17636, fragment
group17637, fragment
group17634, fragment
group17635, fragment
group17632, fragment
group17633, fragment
group17630, fragment
group17631, fragment
group16589, chromosome-01
group16588, chromosome-01
group16587, chromosome-01
group16586, chromosome-01
group16585, chromosome-01
group16584, chromosome-01
group16583, chromosome-01
group16582, chromosome-01
group16581, chromosome-01
group16580, chromosome-01
group9142, fragment
group9143, chromosome-02
group9140, fragment
group9141, plasmid-Rh07
group9146, plasmid-Rh01
group9147, fragment
group9144, fragment
group9145, chromosome-01
group9148, chromosome-01
group9149, chromosome-01
group17180, chromosome-12
group17181, chromosome-12
group17182, chromosome-12
group17183, chromosome-12
group17184, chromosome-12
group17185, chromosome-12
group17186, chromosome-12
group17187, chromosome-12
group17188, chromosome-06
group17189, chromosome-00
group20188, chromosome-01
group20189, chromosome-01
group1269-2, plasmid-Rh05
group20182, fragment
group20183, chromosome-01
group20180, fragment
group20181, fragment
group20186, chromosome-01
group20187, chromosome-01
group20184, chromosome-01
group20185, chromosome-01
group17825, fragment
group11054-2, fragment
group6132, fragment
group6133, fragment
group6130, fragment
group6131, fragment
group6136, fragment
group6137, fragment
group6134, plasmid-Rh01
group6135, fragment
group6138, fragment
group6139, fragment
group11915, chromosome-01
group11914, chromosome-05
group368, chromosome-01
group11916, chromosome-00
group11911, fragment
group11910, fragment
group11913, plasmid-Rh04
group15257, chromosome-01
group362, chromosome-01
group363, chromosome-01
group360, chromosome-01
group361, chromosome-01
group11919, fragment
group11918, plasmid-Rh03
group364, chromosome-01
group365, chromosome-01
group12460, chromosome-06
group12461, chromosome-01
group12462, plasmid-Rh02
group12463, chromosome-01
group12464, fragment
group12465, chromosome-01
group12466, chromosome-03
group12467, chromosome-03
group12468, chromosome-03
group12469, chromosome-03
group3752, chromosome-00
group7779, chromosome-01
group7778, chromosome-03
group7773, chromosome-01
group7772, fragment
group7771, chromosome-00
group7770, fragment
group7777, chromosome-01
group7776, chromosome-01
group7775, fragment
group7774, plasmid-Rh03
group5713, plasmid-Rh02
group5712, plasmid-Rh02
group15111, chromosome-00
group15110, chromosome-00
group15113, chromosome-00
group15112, chromosome-00
group15115, chromosome-00
group15114, chromosome-00
group15117, chromosome-00
group15116, chromosome-00
group15119, plasmid-Rh02
group15118, chromosome-00
group1142, chromosome-01
group13478, plasmid-Rh01
group13479, plasmid-Rh01
group13470, plasmid-Rh01
group13471, plasmid-Rh01
group13472, plasmid-Rh01
group13473, plasmid-Rh01
group13474, plasmid-Rh01
group13475, plasmid-Rh01
group13476, plasmid-Rh01
group13477, plasmid-Rh01
group1090, chromosome-00
group11984-2, plasmid-Rh05
group12709, chromosome-05
group12708, fragment
group12701, fragment
group12700, plasmid-Rh03
group12703, fragment
group12702, fragment
group12705, fragment
group12704, fragment
group12707, plasmid-Rh02
group12706, plasmid-Rh02-circul
group18347, fragment
group18346, fragment
group18345, fragment
group18344, fragment
group18343, fragment
group18342, fragment
group18341, fragment
group18340, fragment
group18349, fragment
group18348, fragment
group5609, plasmid-Rh02
group5608, plasmid-Rh02
group5605, plasmid-Rh02
group5604, plasmid-Rh02
group5607, plasmid-Rh02
group5606, plasmid-Rh02
group5601, plasmid-Rh02
group5600, plasmid-Rh02
group5603, plasmid-Rh02
group5602, plasmid-Rh02
group2059, chromosome-01
group2058, chromosome-01
group2055, chromosome-01
group2054, chromosome-01
group2057, chromosome-01
group2056, chromosome-01
group2051, chromosome-01
group2050, chromosome-01
group2053, chromosome-01
group2052, chromosome-01
group8181, plasmid-Rh01
group8180, plasmid-Rh01
group8183, fragment
group8182, plasmid-Rh05
group8185, fragment
group8184, fragment
group8187, fragment
group8186, fragment
group8189, fragment
group8188, fragment
group10200, plasmid-Rh07
group17253, chromosome-01
group10206, chromosome-01
group10207, chromosome-01
group10204, chromosome-06
group5967-2, plasmid-Rh02
group17257, chromosome-05
group3451, chromosome-00
group3937-2, fragment
group10725, fragment
group19919, chromosome-09
group19918, chromosome-15
group19915, chromosome-13
group19914, fragment
group19917, chromosome-17
group19916, fragment
group19911, fragment
group19910, fragment
group19913, fragment
group19912, fragment
group10724, fragment
group15846, chromosome-01
group10727, fragment
group3092, chromosome-00
group3093, chromosome-00
group3090, chromosome-00
group3091, chromosome-00
group3096, chromosome-00
group3097, chromosome-00
group3094, chromosome-00
group3095, chromosome-00
group3098, chromosome-00
group3099, chromosome-00
group10723, fragment
group10722, fragment
group7579, fragment
group7578, fragment
group7575, plasmid-Rh02
group7574, fragment
group7577, plasmid-Rh02
group7576, plasmid-Rh02
group6764-2, fragment
group7570, chromosome-00
group7573, plasmid-Rh02
group7572, plasmid-Rh01-circu
group1933, chromosome-01
group1932, chromosome-01
group1931, chromosome-01
group1930, chromosome-01
group1937, chromosome-01
group1936, chromosome-01
group1935, chromosome-01
group1934, chromosome-01
group1939, chromosome-01
group1938, chromosome-01
group4215, chromosome-00
group4214, chromosome-00
group4217, chromosome-00
group4216, chromosome-00
group4211, chromosome-00
group4210, chromosome-00
group4213, chromosome-00
group4212, chromosome-00
group4219, chromosome-00
group4218, chromosome-00
group12902-2, chromosome-01
group19285, fragment
group19284, fragment
group19287, fragment
group19286, fragment
group19281, fragment
group19280, fragment
group19283, fragment
group19282, fragment
group19289, fragment
group19288, fragment
group3932-2, fragment
group19139, plasmid-Rh01-circ
group19138, plasmid-Rh01-circ
group19137, plasmid-Rh01-circ
group19136, plasmid-Rh01-circ
group19135, plasmid-Rh01-circ
group19134, fragment
group19133, fragment
group19132, fragment
group19131, fragment
group19130, plasmid-Rh01
group1065, chromosome-01
group1064, chromosome-01
group1067, chromosome-01
group1066, chromosome-01
group1061, chromosome-01
group1060, chromosome-01
group1063, chromosome-01
group1062, chromosome-01
group542, chromosome-01
group543, chromosome-01
group540, chromosome-01
group541, chromosome-01
group546, chromosome-01
group1068, chromosome-01
group544, chromosome-01
group545, chromosome-01
group11708, plasmid-Rh05
group11709, plasmid-Rh05
group14558, chromosome-13
group14559, chromosome-04
group11700, fragment
group14557, fragment
group11702, fragment
group14555, chromosome-10
group11704, plasmid-Rh03+Rh05
group14553, chromosome-07
group11706, plasmid-Rh03+Rh05
group11707, plasmid-Rh05
group10079, fragment
group10078, fragment
group10071, chromosome-01
group10070, chromosome-01
group10073, fragment
group10072, chromosome-00
group10075, plasmid-Rh03
group10074, fragment
group10077, plasmid-Rh03
group10076, plasmid-Rh03
group18668, fragment
group18669, chromosome-06
group18664, fragment
group18665, plasmid-Rh08
group18666, plasmid-Rh08
group18667, plasmid-Rh08
group18660, fragment
group18661, fragment
group18662, fragment
group18663, fragment
group16950, plasmid-Rh02
group16951, fragment
group16952, fragment
group16953, fragment
group16954, plasmid-Rh02
group16955, fragment
group16956, plasmid-Rh02
group16957, plasmid-Rh02
group16958, plasmid-Rh02
group16959, plasmid-Rh02
group12698-2, fragment
group20684, plasmid-Rh15
group20687, plasmid-Rh15
group20686, plasmid-Rh15
group20681, plasmid-Rh01
group20680, plasmid-Rh01
group20683, plasmid-Rh15
group20682, plasmid-Rh01
